看板,關鍵字,URL,內容,,,,,,,,,,
mood,研究所,/f/mood/p/235235136,我研究所考到四大，本身是讀工科相關科系  今天期末成績出來了，我被當了 還是F..........  真的好想哭，明明很認真在上課也都有跟同學一起考前複習、劃重點等等的 而且考試時覺得自己都會寫，但期末考只有29分  很不好意思跟爸爸媽媽說，覺得自己好丟臉，辜負他們的期望，雖然他們都說盡力就好，但在頂大感覺你只有盡力是絕對不夠的😭  但壓力真的好大，除了課業還有實驗室的東西要學 告訴自己要撐下去，但今天看到這個成績我真的差點崩潰.............  我不敢跟其他人說，只敢上來發文 想問碩班被當是正常的嗎？或是要怎麼轉念會比較好？我不想陷在這種心情下了😭😭😭,,,,,,,,,,
mood,研究所,/f/mood/p/226480204,不想要說是用逼的，但其實就像是在強迫。 某天我爸說他認識了我們系上一個研究所畢業的學長，那個學長跟他說研究所多好多好，他就一直要我念研究所。 當下我只想找那位不認識、沒聽過的學長出來喬一下，他知道他的話讓我的話語完全被無視，我的人生被掌控嗎？  現在只要一見面，我爸就會說：去唸個研究所，不然就出國留學。不想念書是要工作嗎？我不會給妳錢喔。 我說了很多次我不想念書，我不喜歡念書，我不擅長研究跟論文。但是每次一見面還是同樣的話題一直重複。 說真的很累，因為我的話完全沒有被聽進去。 每當我說一次不要，他就會說家裡又不是沒有錢，為什麼不去多念一點書？ 可是我真的不想再念了。  我不是因為不愛念書大學就隨便混的人，事實上到目前為止，我大學三年幾乎全勤，只有一次體育課睡過頭沒到，還有一次嚴重感冒沒去上課。其他時間是全部準時到教室，不遲到不早退。我就這樣維持到現在，已經到同學哪天沒看到我在教室是一件很奇怪的事了。 考試的話，我沒有很認真，都是考前才看，雖然分數不是全班最高分，有時候也考六七十而已。我從來沒掉出十五名外，還不小心變成系上前四名過，但是事實上我上課沒有非常認真過，甚至大刀的課是每堂必睡，考試讀書也沒有很認真，只是全篇讀一遍記個大概。 不喜歡念書不代表成績差，喜歡念書不代表成績好，對我而言去學校真的很累，就像是每天例行工作，甚至都搭同一班公車出門，時間規律到不可思議。 說什麼念研究所好找工作，但是我絲毫不覺得我們系能找到工作。一邊說研究所畢業好找工作，一邊說我們系沒出路......這有點矛盾吧？ 有時候上一些系上很難的課，看到TA都能有條理地整理重點，我都覺得很厲害，也知道我辦不到。 我只知道我是完全不想再念書了。  最後是，寫一大篇真的會讓人想跳過不看，但還是寫一大堆了，對不起。,,,,,,,,,,
mood,研究所,/f/mood/p/232232737,我目前大四，已經在準備國考了 看到同學們大部分都準備讀研究所 我在系上排名還不錯，所以心理就會有點煩躁 這種煩躁是 感覺自己輸別人的那種感覺 我想問大家 如果以後很大機會當公務員 還有讀研究所的必要嗎.... 雖然我知道這問題沒什麼答案...  謝謝大家,,,,,,,,,,
mood,研究所,/f/mood/p/239877799,前情提要： 3月時很幸運的推甄上自己志願中的研究所，而以下發生的事都起源於上週搭叔叔的車出門...  在車上時，叔叔突然問我 叔叔：妹妹呀，妳現在大學剛畢業，有打算去哪裡上班嗎？ 我爸：她前陣子有考上研究所，還不錯，所以繼續讀書 叔叔：這樣啊，現在的研究所很好考齁？！ 我爸：沒有啦，人家國立的耶 叔叔：那妳是直升的那種囉？我聽人家說直升的都很好上欸，學校都有內定的（帶點嘲諷+不屑的語氣  老實說我聽到這裡就有點不太開心了，一下說現在的研究所很好考，一下又說是學校內定直升的，這種感覺真的很不喜歡（還是是我太敏感？！），畢竟我真的是憑努力從一所稍微中等的國立大學，考上偏中上的國立研究所，暫且不管學校等級好了，至少也是我的第一志願啊，最後我只有無奈說一句  「我不是直升的、也不是內定的，我是真的憑努力推上這間研究所的」，這時候叔叔才安靜下來，結果回家後跟媽媽聊到這件事，媽媽超生氣😅  她說，「要是我在場絕對直接回他，你考得上這所學校嗎？你要不要去考看看？！🙃」  總之，這次跟叔叔的對談真的有些無奈，還是我在他眼裡只是一個笨到不行的人，畢竟自己的努力被連連否定，真的好難過... ,,,,,,,,,,
mood,研究所,/f/mood/p/695230,淡江考上中正文組研究所好嗎？ 從學店翻身到頂尖國立，可是週邊朋友都只是說普通而已，中正其實和淡江沒差太多，努力考上怎麼會這樣呢⋯⋯ 難道中正不算頂尖嗎⋯,,,,,,,,,,
mood,研究所,/f/mood/p/238071193,有沒有人和我一樣害怕唸研究所？  我的卡稱顯示的是我的大學，現在的研究所申請上的也是海外學校只是不同的英語系國家，我知道也沒什麼好抱怨的，因為我都二十幾歲的人有自己的決定權，但我之所以唸研究所最大的原因還是來自於家庭。  我的爸爸非常重視小孩的教育，他賺很多錢，也用很多錢培養我和哥哥，我上頭的哥哥們都念到博士或雙碩士，而且都是工程學位。  老實說，我大學這四年念得很苦很苦，大一大二沒有疫情的時候我可以在學校的圖書館熬夜一整晚，隔天早上8點直接進考場，我當時下巴和背全長滿了痘，難受的是我花的時間無法在成績上得到成就感，我只有一次又一次的被刁鑽的考題和故意壓分的教授打擊，挫敗感讓我身心俱疲，而那些來自世界各地的精英課友們卻游刃有餘。有好幾次在下大雪的半夜獨自從學校走回宿舍的路上，我希望能消失在世界上，很想放下一切的包袱，家人對我的投資、對自己的期許以及身為學生的責任，我覺得我好像永遠都無法達成。這種感覺在我畢業後，直到今天都依然會有那種不自信的自卑感，甚至找不到自我價值。  大三那年我有些自暴自棄，經常和朋友聚會喝酒，有好幾次我把自己喝掛，也有醉倒在廁所無法動彈、頭痛欲裂卻感覺自己真切活著的經驗，當時安慰自己的方法是看到加拿大新聞報導哪個大學有學生學業壓力太大跳樓或是身邊有哪些朋友在吃抗抑鬱的藥，這讓我知道，和我一樣身處痛苦的人也有很多。我的家教老師當時還笑著跟我說，他大學時期只有學生為情自殺的新聞，沒有為學業而自殺的。  當時有一段時間不敢打開ig，不敢看我台灣閨蜜朋友們的精彩生活，難忘的宿營、特有的學長學姊制、過年的家庭團圓領紅包亦或是哪段新戀情，那些一切美好的事物，都與我無關。  費盡千辛萬苦畢業了，回去台灣一趟發現好多人在讀研究所，發現大學畢業根本什麼都不是，我實習的老闆也覺得碩士學歷是理所當然，要幫我寫推薦信讓我上研究所。有很多人說，就算拿世界前幾名的大學學歷回去也比不過台灣的碩士生。  爸爸說他對我最低的要求就是碩士畢業，有很多人想念碩士博士是沒錢唸，他給我錢去念我還不念根本就是笨蛋。  最終，我妥協了，因為爸爸答應我碩士畢業後讓我做自己任何想做的事，我告訴自己這是最後一次，完成家裡人的期望。我知道我很沒用，明明多讀沒有壞處，明明真的不想讀書沒人可以逼我，明明我是身在福中不知福，別人沒有的機會而我擁有了，我怎麼能不好好珍惜？怎麼不呢⋯⋯  只是我好害怕，害怕那侵襲而來的壓力和恐慌，又要重新進入數著日子要交作業要考試的循環，沒有75分以上就拿不到學位，一次考試佔比70%，只許成功不能失敗。  就要開學了，我不敢去想像接下來的日子。,,,,,,,,,,
mood,研究所,/f/mood/p/231235356,不知道有沒有人有同樣經驗， 最近很焦躁， 因為學分算錯與英文畢業門檻出了一些問題， 導致我很大的機率可能延畢， 但是讀研究所一定要大學畢業， 心情真的很複雜， 明明好不容易考上了自己第一志願的研究所， 如果考第二年，我也沒把握可以考上... 敗在自己一些疏漏，導致延畢，以及一堆計畫全盤打翻... （雖然老早在大三就開始算學分但還是算錯）  希望大家都能好好應屆畢業,,,,,,,,,,
mood,研究所,/f/mood/p/233792157,我是資工系的大三學生 大一大二的生活很單純 每天就是讀書打工玩樂 但到了大三整個就不一樣了 開始會想到畢業後要幹嘛 要不要考研究所?要不要實習? 畢業後要不要當工程師?要留在北部還是回去南部? 其中最讓我頭痛的就是要不要考研究所 考研究所好像是一個大家都有的共識 好像沒有研究所的文憑出社會就會輸別人一大截 對於準備考試這件事我並不排斥 但我其實對資工的興趣沒有那麼大 我很怕我進去後根本畢不了業 又或是我拿了一張資工所的文憑但跟我以後的工作沒有關係 如果沒有這張文憑我是不是沒有辦法應徵到工作 前面二十一年人生的選擇只有升學 當升學並不是唯一選擇時 反而讓我慌了手腳 雖然我現在也是有在準備 但我自己是感到力不從心 好像在浪費時間,,,,,,,,,,
mood,研究所,/f/mood/p/1147585,本魯現在大三下了，想準備研究所目標放台政師，唸的專業科系是屬於社科院，想請問一下考研究所一定要補習嗎？ 自己讀有沒有辦法考上？ 我周邊理工科系同學都有補習,,,,,,,,,,
mood,研究所,/f/mood/p/237520162,如題 小弟今日做實驗於水生火熱之中 突然我媽傳了這個訊息過來給我 頓時覺得莫名奇妙 根本躺槍 小弟是研究所才考來交大的 目前是做材料相關 未來沒有意外就是朝園區發展 看到這實在是想不通 讀研究所真的有比考到台鐵差嗎？ 醫牙藥、律師我就認了…實在是覺得莫名奇妙… 請各位幫小弟指點迷津一下😭 ,,,,,,,,,,
mood,研究所,/f/mood/p/90807762,<代po>原文po錯版被刪所以重發～  版上的大家你們好， 想要詢問一下， 研究所最多能報到幾間呢？  因為我考上三間，然後另外一間還在等備取， 如果備取能上， 我應該就會去那間。  但是因為怕沒備取上， 所以還是想說先報到一下， 但也還不知道上的這幾間該讀哪間(.__.) 所以還在思考， 不知道能不能一口氣報到超過兩間研究所呢？ 謝謝你們...  ps 我想報到的兩間學校都沒有候補 所以應該是不會被罵...,,,,,,,,,,
mood,研究所,/f/mood/p/240585270,小弟我是準備112要考ICS的老人，畢業一陣子後才回來想考研究所，從四月一個人讀到了現在真的很累，問題靠自己讀書進度靠自己，不知道現在這時間點該讀到怎樣的進度才叫做正常，有時候看到別人都是上了研究所壓力很大想放棄，感覺我就很沒用，意志力都快被消磨殆盡了，想放棄但是又想到當初想考研究所的初心，想在研究所版上找人一起讀書也找不到，還有說好一起讀的結果才沒幾次人就消失了⋯再次在圖書館遇到就帶著另一個女生，不知道是不是因為大學是學店，還是高雄比較少單獨的人或是大家都是朋友一起說好要考研究所，讀不下去又不知道怎麼辦，壓力大到去看了身心科吃藥，有時候會一直覺得自己是不是不該選這條路，也不知道該跟誰抒發心情，只好上來發個文看一下大家的意見，不知道剩下的路走不走得完，甚至不知道看不看得到明天的太陽，頂著一顆隨時有可能讓我去見上帝的心臟加上莫大的壓力，只希望意志力足夠拖著我到考完試那天，也希望自己的身體能夠撐到看到成績的那天。,,,,,,,,,,
mood,研究所,/f/mood/p/235610323,幹嘛 打算下學年就休學了 一堆低薪卻要求一堆 一堆又看不上你 一堆人笑你白痴 浪費時間  心累  以前讀研究所 只要申請上 學費不用之外 每個學期還給你四千  消息來源 台北工專 東吳中文系 研究所碩士,,,,,,,,,,
mood,研究所,/f/mood/p/996985,不知道該發哪一版  我是經濟系的學生 有考慮要考國內的經濟研究所(四中，北，台，政) 或是申請國外的研究所 想問大家唸經研所的心路歷程或一些相關資訊  以及最重要的是！！ 數理能力是不是要非常的強呢？ 因為聽說很多經濟系的學生都是跟數學系一起奮鬥 畢竟經濟系是社會組的數學系嘛wwww (我不討厭數學啦，但是跟數學強還是有一段差距),,,,,,,,,,
mood,研究所,/f/mood/p/938313,我今年大三，就讀的是國立後段的大學。 以後想繼續往上念，也想往學術發展。  的確現在對於自己最重要的應該是先好好充實自己， 但最近也在想一個問題： 如果之後報考同時報考中字輩研究所跟台成清交的其中一間而且同時都考上， 那麼究竟要念哪裡？  我顧慮的是， 即便現在自己在專業科目的能力比目前同校同系的同學來的強， 一旦進入了頂尖的學校後， 身邊可能處處都是強者， 無論是身邊的人的能力上的不同、 或是競爭性的強弱的不同， 想必都是我要花時間去適應的， 而且恐怕是不短的時間。  我自己本身是有點想要碩班先就讀中字輩的學校， 至於博班再拚進那些較前面的學校。  想問問看大家會怎麼做決定還有怎麼想的。,,,,,,,,,,
mood,研究所,/f/mood/p/609477,最近到了研究所推甄的日子，就會發現人都是自私的，表面上跟你是一套，背後做的卻又是另一套。假惺惺的樣子，真是令人覺得噁心。你他媽的敢再來惹我，林北就給你好看。,,,,,,,,,,
mood,研究所,/f/mood/p/240663537,老實說我都不知道現在到底在職場還是在研究所 被朋友說感覺非常像職場PUA  簡單介紹一下 一般來說 負責管理教授底下的人是學長 通常都是在讀博士的或者工作後回來讀博士的學生  案例1、我帶了10年沒遇到過 （帶學弟妹專題，學習態度很差） 學長：我帶了十年的學生從沒遇到過，你怎麼可能遇的到，只是你不會帶而已。  案例2、你當初為什麼沒提呢 研究室採購 學長：為什麼之前採購時沒有提呢？ 我：之前採購時有提，不過學長你說現在沒有急需。 學長：那你怎麼沒有說服我，說以後可能會用到。 我：……  案例3、你負責某事，所以其他人不需要幫你 學長：因為工作分配是這樣，所以我讓其他人不用幫你。 我：...（工作量超大，而且沒人幫）  案例4、你先做做看 學長：你這樣會出問題喔！ 我：那要怎麼做比較好呢？ 學長：你先做做看不就知道了！ 做了後（結果真的出問題了） 學長：你看！我不是說過了！ 我：......  案例5、你希望我也放棄你嗎？ 我：（前面報告）...，因為時間上以及疫情因素，可能得把目標減少，因此想問學長有什麼建議。 學長：你怎麼可以放棄呢？難得你希望我也放棄你嗎？ 我：…  其實還有很多啦！ 包含研究上的問題也是 一定要先貶你，然後叫你自己回去想想解決 喝茶時再跟你說：我是在培養你，鍛鍊你，業界就是這樣…  因為研究室的最後決定通常都是大學長說的算 所以其他人也說不了什麼 我都不知道這算不算正常了 業界真的是這樣嗎？ 其他研究所也是這樣嗎？ 有沒有人曾經遇過或正在遇到 有沒有什麼建議可以指點我 壓力大到感覺要去看心理醫生了,,,,,,,,,,
mood,研究所,/f/mood/p/229668122,請問大家考研究所考試，若想補習都怎麼跟家人溝通？  目前就讀國立地名大學資管系，有打算推甄。  在校期間，有參加競賽，程式能力也還可以，主要是排名不是特別好，做了不少推甄上的功課後覺得自己大約推到中正、中興左右，所以也萌生了也同時準備考試的想法....  請問這個時間點開始準備，考上四大 台科 中央，還來得及嗎....?? 另外，不知道怎麼跟家人開口想要補習考試  目前生活費我有自己在賺，家人每月資助我一些。 補習+考試的花費我在想如果跟家人說明後，他們應該也會資助我一半，另一半我自己出，畢竟我也不想讓他們負擔太多。  但是，父母現階段似乎希望我去推甄看看就好了，沒推上的話，就先去工作 以後回來再念....  不過，我的同學，還有實習單位的直屬主管都建議我念研究所，我對自己的期待也是要念碩士，但如果沒推上....唉 真是不敢想了....,,,,,,,,,,
mood,研究所,/f/mood/p/231039670,我是今年大學應屆畢業生 是私校的工業產品設計系 但是對於平面設計比較喜歡  想做作品集卻沒有平面的東西可以當作品集 投了相關的實習跟工作 卻一直沒有面試機會  家人是希望我先走跟設計有關的工作 因為大學有學所以比較好  我本身也是希望可以進設計界 但是自己能力不足一直想放棄 想找其他的工作  後來覺得如果真的要走設計的話 可能需要去補習  補完習後該去工作還是該走研究所也讓我很猶豫 是覺得會不會想太遠 先去補習再說 但是家人希望我有個完整的計畫跟他們討論 我也不知道自己是不適合念研究所。。。,,,,,,,,,,
mood,研究所,/f/mood/p/1105671,雖然知道大家研究所都是希望國立的 但自己想用推甄的方式報報看前面的私立大學 想請問有經驗的人 即便報名私大也需要在校成績都要很前面才有機會上嗎 謝謝！！😳,,,,,,,,,,
mood,研究所,/f/mood/p/232498791,剛面試完研究所 筆試跟口試都不理想 心情很低落 很明顯的實力不夠,,,,,,,,,,
mood,研究所,/f/mood/p/254676145,今天去學校網站看了一下學期成績，我發現自己的系排是最後一名  這是我人生第一次的墊底，我不敢告訴任何人，我很害怕爸媽對我失望，他們那麼辛苦的賺錢供我讀書，希望我可以有好的未來，結果卻是這樣的，我真的很對不起他們，我好像沒辦法實現他們的願望了，他們希望我可以好好的畢業，讀研究所，然後找到好的工作，讓他們可以有快樂的退休生活，但我大概沒辦法考上研究所了吧，都墊底了  因為我以前成績很好，大家都覺得我很會念書，父母對我的期待也很高，所以我也一直在努力不要讓他們失望，也不想讓自己丟臉，畢竟我除了唸書什麼都不會，不會玩也不擅長社交，現在也沒什麼朋友，但現在的我連書都讀不好，根本是廢物吧  班上的同學好多跑去夜唱、夜衝、談戀愛，他們的成績都還是很好，但我每天都下課乖乖回家，結果墊底，我真的很爛欸，我原本還決定這學期要去加實驗室，但根本沒有教授會想收墊底的學生吧，我真的要完蛋了  我到底該怎麼辦呢，我的人生要毀滅了吧，我真的有辦法畢業嗎？我真的可以找到好的工作嗎？還是我乾脆乖乖去考公職好了，但也不確定能不能考上  我真的好難過壓力也好大，但我不敢跟別人說，感覺隨意的發洩自己的負面情緒是一件不好的事情，對於看到的人真是抱歉，只是我真的太難過了,,,,,,,,,,
mood,研究所,/f/mood/p/225007928,最近開始懷念大學生活 以前的迎新，制服日，聖誕派對，萬聖節活動，他媽連過年都有紅包 現在研究所，每天就是小論大論，原文翻譯，明天報告，老師每天問你改了沒  不說了，去弄我的專題去,,,,,,,,,,
mood,研究所,/f/mood/p/235514840,上了研究所是不是同學之間就有一定的利害關係啊⋯⋯？ 我在班級裡 分組報告什麼的 班上同學會主動找我 可是平常想當朋友打屁聊天的時候 就覺得大家跟我會有一定的距離.... 不太願意跟我深交....,,,,,,,,,,
mood,研究所,/f/mood/p/226795602,"其實也是看到這篇  交大研究生自殺 - Dcard 其實聽身邊很多朋友唸研究所是為了逃避現實的感覺而去讀...  例如不想一畢業就失業(?)、不知道自己想做(或能做?)什麼工作....等等，所以就覺得""啊...那就唸個研究所好了....""，然後真的唸了也覺得自己不開心，唸完後覺得為何多浪費了兩年~三年.....結果出來也還是隨便找份工作，然後薪水也沒比較高..  我也相信還是有像那篇原PO那樣致力對學術研究的人~或是有些人是工作一段時間後才打算再讀在職碩班進修(其實我滿佩服後者的，我自己也是比較推崇後者的)  除了少數真的是像原PO那樣真的喜歡做研究，不然無論怎麼讀，最後還是會必須走入職場，也許也是我身邊許多碩士朋友唸碩士的理由真的都比較像逃避現實  所以也想問問大家~究竟為什麼會大學畢業後就馬上去唸研究所，甚至繼續唸博士呢??   PS. 其實本來不是想用匿名發文，但因為不希望變成戰學校或歪樓...ˊˇˋ",,,,,,,,,,
mood,研究所,/f/mood/p/237240302,目前就讀高雄中字輩的生科相關研究所 最近決定要考三等警特 考慮是否就沒必要再讀研究所下去了 一方面省錢（算過讀完碩士差不多要花約20萬） 一方面覺得生科碩士讀完薪水也不高 （真的是科科🥲） 不過擔心沒考上警特到時候會不會兩頭空 目前還無解 心裡是告訴自己放手一搏 但也怕只是不夠理性的衝動思想 至於親戚朋友的閒言閒語 我也擔心家人被說 請各位大大給點意見🥲 （另外在實驗室其實過的蠻好的，就是老師的學生很容易無法二年畢業，畢竟實驗的東西本質就是會這樣）,,,,,,,,,,
mood,研究所,/f/mood/p/238561060,如題，我突然意識到，我的親朋好友幾乎都有念研究所。  有在聯絡的，比較好的親朋好友，約6位研究所，3位跟我一樣讀到大學。  我個人是不讀書派的，不想為了賺錢洗學歷。自己本來也沒有意識到學歷的差別，但是在一次聚會吃飯聊天當中，感受到差異，那細微的不同於過往的氛圍。  好像，人類的天性還是會比較各自的社會地位，薪水、學歷。身為拉低平均值的我，還是有一點不太舒服。,,,,,,,,,,
mood,研究所,/f/mood/p/25150933,繼被台大慘忍出局之後，  終於有力氣面對我未來的人生了，  在網路上發現有一些獎學金可以到日本留學，  當然考不考上是一回事，  我又突然感受到人生充滿希望了，  可是我華麗的錯過明年可以出去的那一批，  所以又要等一年，  可是沒考上的話，  感覺自己失去了很多，  因為這一年要準備考試，  我會傾向兼職的工作，   想問一下大家，  1.冒這種可能什麼都沒有的險，考試值得嗎？  2.還是該乖乖準備明年的台大  3.就去工作，放棄研究所了，((可是工科讀研究所吃香  感謝大家⊙⊙~~~~,,,,,,,,,,
mood,研究所,/f/mood/p/229902495,目前已經研究所二年級，課也只剩三堂 但最近真的好累⋯ 完全沒有心力放在課業和論文上面⋯⋯ 真的不知到自己怎麼了 可能所學的並不是自己的興趣～  從小立志想當個警察 有想考三等警察特考的打算 我該休學先當兵然後準備考試 還是完成學業再來考？   板上有沒有什麼意見呢？,,,,,,,,,,
mood,研究所,/f/mood/p/237564096,這陣子都在忙研究所推甄 最想要的那間好不容易過了一階 面試完結果出來卻只有備取😔 上禮拜看到正備取名單時正在上課 眼淚在眼眶打轉，好想大哭😭  雖然知道有正取就有備取，告訴自己得失心不要太重 但是每天晚上要睡覺時還是會一直想著這件事  在家人、老師、朋友面前只能假裝自己沒有事 因為他們這陣子在我準備研究所的時候，給了我很多意見，還有鼓勵以及支持，我很感謝他們🥺 所以不希望他們看到我失落的樣子也跟著難過  這幾天想了很多也努力調整好心態 等待時間，希望能順利備上！😢💪🏻,,,,,,,,,,
mood,研究所,/f/mood/p/231337575,要畢業了，但是壓力好大，最近這陣子一直在思考到底要不要去念研究所？ 我的家人都只跟我說想清楚就好  最近發生了一些變故，所以讓我一直沒辦法好好的思考... 我的狀況是這樣的~~  「家裡」 爸爸他得了很嚴重的病，家裡開公司，爸爸希望自己的小孩能夠接公司，但是家裡目前沒有人可以接管，如果我去接的話我爸爸就可以好好養病，不用這麼擔心公司的事情。  「自己」 唸書：我是原本讀資管後來考上企管研究所，原本希望可以學一些商管類的知識，因為自己覺得學到的東西對未來工作會有幫助。  實習：現在在某公司的電子商務部實習，因為自己對電商很有興趣，在公司待得不錯，研究所也想朝這個方向發展。  問我朋友和親戚們的想法： -如果擔心家裡就不要唸書，趕快回去接。 -反正人生還這麼長，研究所之後再念也不遲。 -可以嘗試唸研究所看看。 -就直接去工作累積經驗。 -讀書要一氣呵成。  上述的這些問題綜合起來，我現在有三個選擇： 1.接公司 2.念研究所 3.實習生轉正職  現在很擔心爸爸的病情，然後媽媽身體又不好 但是又覺得想朝自己的興趣走 我真的進退兩難不知道怎麼辦，想問大家如果是你們會怎麼選，分享你們的想法😓  謝謝大家,,,,,,,,,,
mood,研究所,/f/mood/p/227704175,今天中山研究所推甄提前放榜也是無意間看ptt發現的 在打開之前心裡都非常的沈重，想著如果沒上該怎麼辦 沒想到竟然上了，心情激動了一下... 通知了父母 換來的卻是叫我辦休學考國考 之後再進修 這讓我覺得很奇怪，很多父母都希望孩子進修但孩子卻不想唸 而我的情況相反 有人也跟我一樣在這裡作抉擇嗎？,,,,,,,,,,
mood,研究所,/f/mood/p/33834,真的有夠無聊......................  目前碩一，各種幫教授打雜、做事。  一開始很反彈去念研究所就是因為自己是念工科，  在大學就已經是和尚學院了，  那時候多半都是靠社團或在路上去認識異性。  而現在還是在「工科的研究所」，每天還有固定上班、下班時間，  能和實驗室的死黨一起談天說地就已經是小確幸了 Q_____Q  接下來還有將近兩年的時間要被鎖在裡面啊啊啊啊啊啊啊啊啊啊!!!!!!!!!   說不定畢業後我都練成明鏡止水之心了     ---------------- 感謝,,,,,,,,,,
mood,研究所,/f/mood/p/234972568,現在是某私立大學資工碩一，這件事我真的思考好久，也聽了很多人意見，但還是無法決定。 本人是偏向很喜歡實作課的，當初念研究所想的也是以為可以增進自己人工智慧方面的知識，可以實作model去做題目。 經過快半年的時間，仍然在paper的無限循環（我知道要先了解內部知識才能做東西），跟老師討論題目，仍說要等合作廠商的題目下來，總覺得跟一開始所想的不太一樣，現在真的有種讀研究所是在延畢兩年的感覺😂 但要休學又要有很大很大的勇氣去執行這件事，又擔心是否自己考慮的不夠完整。,,,,,,,,,,
mood,研究所,/f/mood/p/53182442,這幾天研究所放榜了 中原淡江是正取 輔仁東吳是備取  覺得好猶豫不知道該選擇哪一個 明明是開心的事情但是卻因為選擇性障礙搞的自己很低落  中原跟淡江 中原跟淡江 可不可以有人告訴我這兩所應該選擇什麼比較好（是企業管理研所） 有一個很猶豫的點是  中原的正取很前面 淡江比較後面一點 不知道這樣會不會影響入學後被教授關注的程度？ 自己是比較想上淡江 可是中原的成績拿到很不錯的分數所以好猶豫 好煩哦原諒我不知道發哪一個版:-(,,,,,,,,,,
mood,研究所,/f/mood/p/27064,要升大3了 也是時候該考慮要不要讀研究所了  雖然自己心裡的想法不是很想繼續讀書 想畢業之後就回家裡附近的科技園區找工作  但是現在好像很多碩士,,,,,,,,,,
mood,研究所,/f/mood/p/231090926,從小到大一直很努力經營人際關係 但總是沒有很理想的成績 有些人總是坐在那就有人來找他聊天 我特別研究了他人興趣去跟別人聊 總是沒得到太好回應 身邊朋友有幾個但不多 明年就要升上研究所了 請問一下大家 研究所還有交友的可能嗎 還是大家都個體到沒什麼往來 希望在研究所努力一波試試,,,,,,,,,,
mood,研究所,/f/mood/p/171309,最近為了抉擇研究所真的造成很大的困擾..... 每天都很懊惱，所以很想問問看大家的意見。 我在抉擇的學校是台科和中興，因為原本台科是備取而中興是正取（台科現在已備到），所以為了以防萬一，我兩所都有找教授，而中興那邊是找到了一位蠻熱門的老師，他原本實驗室已收滿，但為了我去借一個名額，我本來已經答應加入他們的實驗室了，但後來跟實驗室學長姐聊過覺得實驗室不像我想像中那麼美好，我開始猶豫不決是否要放棄台科去中興了......但我現在如果放棄中興，是不是很惡劣？ 我真的真的很懊惱.............不知道該怎麼做 大家可以給我一點意見嗎？,,,,,,,,,,
mood,研究所,/f/mood/p/237368057,第一次發文，但真的覺得不講真的很痛苦 發研究所版又會有校名，所以只想默默的在心情版抒發...  如題，我近期推甄研究所，但不是自願的.... 是被自己的專題老師坑的...  當初加專題沒有答應的事，卻在即將出社會的時候被推說，當初要加實驗室，就一定要報考研究所喔！╮(╯_╰)╭ 但當時的我妥協了....對！我活該我知道... 事後我也知道我被情勒，但在不確定未來會不會念研究所的前提下，為了老師的推薦信，我承受了這些，因為不想跟老師鬧得太僵ಥ‿ಥ  之後我繳費了，過程如同老師說的，不用任何資料、不用面試，就算來面試，也不會讓我過....因為不確定會不會中途休學，所以連保留名額的機會都直接被剝奪了...  我知道事後發洩很奇怪，但我這筆錢真的花的很不甘心....  沒錯啦！我就是不爽我被當炮灰啦乾！,,,,,,,,,,
mood,研究所,/f/mood/p/1168574,剩下幾天就要考研究所了 感覺還是有好多沒有讀完 今天測了寫申論題的時間 結果還是來不及在時間內寫完 時間一天一天的逼近 真的好害怕沒有考上 也好害怕口試的時候老師會問什麼問題 好煩啊～～～～,,,,,,,,,,
mood,研究所,/f/mood/p/237898152,擔心研究所壓力過大讀到休學，聽說那個階段一進去很恐怖，壓力很大到一堆人休學 我知道「撐下去吧，至少可以當個回收業」 我也知道應該讀到至少研究所畢業,,,,,,,,,,
